temperature,latitude,longitude,nh3,no2,mq131,mq7,pm25,pm10,aqi,humidity,timestamp
25.70,0.0,0.0,0.20,0.43,0.05,0.28,54.45,99.18,99.18,69.20,1735065384421.0
25.70,0.0,0.0,0.53,0.52,0.06,0.20,49.76,92.32,92.32,67.40,1735065329636.0
25.70,0.0,0.0,0.78,0.50,0.05,0.21,0.00,91.09,91.09,66.90,1735065264918.0
25.70,0.0,0.0,0.23,0.52,0.06,0.20,49.41,90.50,90.5,66.80,1735065260175.0
25.70,0.0,0.0,0.07,0.55,0.06,0.19,49.27,89.91,89.91,66.80,1735065258554.0
25.70,0.0,0.0,0.76,0.55,0.06,0.22,49.17,90.09,90.09,66.80,1735065256961.0
25.70,0.0,0.0,0.34,0.43,0.04,0.16,49.66,90.97,90.97,66.80,1735065255369.0
25.70,0.0,0.0,0.09,0.55,0.06,0.20,49.51,90.85,90.85,66.80,1735065253777.0
25.70,0.0,0.0,0.13,0.55,0.06,0.20,49.46,90.73,90.73,66.80,1735065252200.0
25.70,0.0,0.0,0.08,0.59,0.07,0.21,49.36,91.03,91.03,66.90,1735065250609.0
25.80,0.0,0.0,0.53,0.52,0.05,0.26,50.64,94.31,94.31,67.60,1735064910194.0
25.80,0.0,0.0,0.13,0.52,0.05,0.26,50.39,94.96,94.96,67.60,1735064906512.0
25.80,0.0,0.0,0.51,0.57,0.05,0.29,2.10,94.66,94.66,67.90,1735064884811.0
25.70,0.0,0.0,0.23,0.48,0.03,0.26,0.00,87.92,87.92,67.80,1735064866083.0
25.80,0.0,0.0,0.26,0.43,0.04,0.23,3.32,96.77,96.77,68.20,1735064739191.0
25.80,0.0,0.0,0.40,0.37,0.04,0.21,0.00,101.23,101.23,68.20,1735064717471.0
25.80,0.0,0.0,0.28,0.39,0.05,0.21,52.54,97.71,97.71,67.70,1735064680725.0
25.90,0.0,0.0,0.36,0.43,0.05,0.21,0.00,101.82,101.82,67.20,1735064301019.0
25.80,0.0,0.0,0.18,0.43,0.06,0.20,51.22,94.78,94.78,67.50,1735064192154.0
25.80,0.0,0.0,0.78,0.41,0.04,0.18,0.44,99.82,99.82,67.10,1735064037346.0
25.70,0.0,0.0,0.76,0.55,0.06,0.23,0.00,102.35,102.35,67.50,1735063907488.0
25.60,0.0,0.0,0.17,0.55,0.06,0.24,4.50,104.99,104.99,67.70,1735063857722.0
25.60,0.0,0.0,0.69,0.57,0.06,0.30,4.30,102.99,102.99,69.00,1735063789934.0
25.50,0.0,0.0,0.13,0.55,0.05,0.30,0.00,0.00,0.55,68.80,1735063778306.0
25.20,0.0,0.0,0.23,0.67,0.06,0.37,0.00,105.16,105.16,69.90,1735063610328.0
25.10,0.0,0.0,0.33,0.78,0.07,0.39,52.69,102.29,102.29,69.90,1735063588619.0
0.00,0.0,0.0,0.00,0.43,0.03,0.01,0.00,0.00,0.43,0.00,1735045255722.0
0.00,0.0,0.0,0.00,0.45,0.04,0.02,0.00,0.00,0.45,0.00,1735045251924.0
0.00,0.0,0.0,0.00,0.50,0.04,0.02,43.74,78.71,78.71,0.00,1735045248162.0
0.00,0.0,0.0,0.00,0.52,0.03,0.01,0.00,0.00,0.52,0.00,1735045244154.0
0.00,0.0,0.0,0.00,0.50,0.04,0.02,0.00,0.00,0.5,0.00,1735045239363.0
0.00,0.0,0.0,0.00,0.45,0.03,0.01,0.00,0.00,0.45,0.00,1735045235547.0
0.00,0.0,0.0,0.00,0.52,0.04,0.02,44.77,83.93,83.93,0.00,1735045222653.0
0.00,0.0,0.0,0.00,0.52,0.04,0.02,0.00,0.00,0.52,0.00,1735045214118.0
0.00,0.0,0.0,0.00,0.52,0.04,0.02,45.01,82.87,82.87,0.00,1735045197777.0
0.00,0.0,0.0,0.00,0.45,0.03,0.02,0.00,0.00,0.45,0.00,1735045185046.0
0.00,0.0,0.0,0.00,0.52,0.04,0.02,43.79,80.70,80.7,0.00,1735045172377.0
0.00,0.0,0.0,0.00,0.50,0.03,0.01,0.00,0.00,0.5,0.00,1735045165228.0
0.00,0.0,0.0,0.00,0.55,0.04,0.02,0.00,0.00,0.55,0.00,1735045160098.0
0.00,0.0,0.0,0.00,0.48,0.04,0.02,0.00,0.00,0.48,0.00,1735045152298.0
0.00,0.0,0.0,0.00,0.55,0.04,0.02,44.04,80.88,80.88,0.00,1735045148497.0
0.00,0.0,0.0,0.00,0.48,0.03,0.01,45.89,87.27,87.27,0.00,1735045128138.0
0.00,0.0,0.0,0.00,0.55,0.04,0.02,46.97,87.45,87.45,0.00,1735045115457.0
0.00,0.0,0.0,0.00,0.48,0.03,0.01,46.19,84.57,84.57,0.00,1735045103097.0
0.00,0.0,0.0,0.00,0.48,0.03,0.01,0.00,0.00,0.48,0.00,1735045099170.0
0.00,0.0,0.0,0.00,0.55,0.03,0.01,0.00,0.00,0.55,0.00,1735045090246.0
0.00,0.0,0.0,0.00,0.57,0.04,0.02,45.06,82.46,82.46,0.00,1735045082645.0
0.00,0.0,0.0,0.00,0.57,0.04,0.02,0.00,0.00,0.57,0.00,1735045078805.0
0.00,0.0,0.0,0.00,0.59,0.03,0.01,45.55,81.99,81.99,0.00,1735045073843.0
0.00,0.0,0.0,0.00,0.59,0.04,0.02,46.09,84.81,84.81,0.00,1735045059663.0
0.00,0.0,0.0,0.00,0.59,0.05,0.02,46.87,86.10,86.1,0.00,1735045055645.0
0.00,0.0,0.0,0.00,0.52,0.03,0.01,46.38,85.45,85.45,0.00,1735045051737.0
0.00,0.0,0.0,0.00,0.59,0.04,0.02,0.00,0.00,0.59,0.00,1735045047863.0
0.00,0.0,0.0,0.00,0.59,0.04,0.02,46.48,85.40,85.4,0.00,1735045042969.0
0.00,0.0,0.0,0.00,0.55,0.03,0.01,46.14,82.70,82.7,0.00,1735045034111.0
0.00,0.0,0.0,0.00,0.55,0.03,0.01,45.85,83.17,83.17,0.00,1735045030282.0
0.00,0.0,0.0,0.00,0.59,0.04,0.02,45.31,83.05,83.05,0.00,1735045026351.0
0.00,0.0,0.0,0.00,0.62,0.04,0.02,45.65,84.69,84.69,0.00,1735045022442.0
0.00,0.0,0.0,0.00,0.52,0.03,0.02,0.00,0.00,0.52,0.00,1735045018767.0
0.00,0.0,0.0,0.00,0.62,0.04,0.02,0.00,0.00,0.62,0.00,1735045008959.0
0.00,0.0,0.0,0.00,0.62,0.04,0.02,45.01,84.46,84.46,0.00,1735045003844.0
0.00,0.0,0.0,0.00,0.65,0.04,0.02,45.06,84.11,84.11,0.00,1735044999923.0
0.00,0.0,0.0,0.00,0.65,0.04,0.02,45.70,85.40,85.4,0.00,1735044996239.0
0.00,0.0,0.0,0.00,0.57,0.03,0.02,45.70,84.69,84.69,0.00,1735044992314.0
0.00,0.0,0.0,0.00,0.55,0.03,0.02,44.53,83.28,83.28,0.00,1735044988562.0
0.00,0.0,0.0,0.00,0.65,0.05,0.02,0.00,0.00,0.65,0.00,1735044984503.0
0.00,0.0,0.0,0.00,0.67,0.04,0.03,44.97,85.81,85.81,0.00,1735044979843.0
0.00,0.0,0.0,0.00,0.67,0.05,0.03,45.06,85.81,85.81,0.00,1735044975803.0
0.00,0.0,0.0,0.00,0.70,0.04,0.03,44.87,85.28,85.28,0.00,1735044971883.0
0.00,0.0,0.0,0.00,0.62,0.03,0.02,45.01,85.28,85.28,0.00,1735044967951.0
0.00,0.0,0.0,0.00,0.62,0.03,0.02,45.11,85.69,85.69,0.00,1735044964207.0
0.00,0.0,0.0,0.00,0.75,0.04,0.04,45.26,85.98,85.98,0.00,1735044960203.0
0.00,0.0,0.0,0.00,0.75,0.04,0.04,45.36,84.69,84.69,0.00,1735044956364.0
0.00,0.0,0.0,0.00,0.78,0.04,0.05,45.41,85.34,85.34,0.00,1735044952312.0
25.70,0.0,0.0,0.00,0.50,0.04,0.04,0.00,0.00,0.5,68.40,1735044893728.0
25.70,0.0,0.0,0.00,0.45,0.02,0.03,0.00,0.00,0.45,68.40,1735044889732.0
25.70,0.0,0.0,0.00,0.50,0.02,0.04,0.00,0.00,0.5,68.50,1735044885723.0
25.70,0.0,0.0,0.00,0.52,0.03,0.04,0.00,0.00,0.52,68.50,1735044881809.0
25.70,0.0,0.0,0.00,0.45,0.03,0.04,0.00,0.00,0.45,68.50,1735044877663.0
25.70,0.0,0.0,0.00,0.48,0.03,0.04,0.00,0.00,0.48,68.50,1735044873403.0
25.70,0.0,0.0,0.00,0.41,0.02,0.03,0.00,0.00,0.41,68.50,1735044869482.0
25.70,0.0,0.0,0.00,0.50,0.03,0.04,40.62,81.99,81.99,68.50,1735044864363.0
25.70,0.0,0.0,0.00,0.48,0.03,0.03,0.00,0.00,0.48,68.50,1735044861283.0
25.70,0.0,0.0,0.00,0.55,0.03,0.03,0.00,0.00,0.55,68.60,1735044857209.0
25.70,0.0,0.0,0.00,0.50,0.04,0.04,0.00,0.00,0.5,68.60,1735044853082.0
25.70,0.0,0.0,0.00,0.50,0.03,0.04,0.00,0.00,0.5,68.50,1735044849188.0
25.70,0.0,0.0,0.00,0.52,0.03,0.05,40.42,78.71,78.71,68.50,1735044843924.0
25.70,0.0,0.0,0.00,0.50,0.03,0.04,0.00,0.00,0.5,68.60,1735044841008.0
25.70,0.0,0.0,0.00,0.43,0.02,0.03,0.00,0.00,0.43,68.50,1735044836763.0
25.70,0.0,0.0,0.00,0.48,0.03,0.04,0.00,0.00,0.48,68.60,1735044832846.0
25.70,0.0,0.0,0.00,0.48,0.03,0.05,0.00,0.00,0.48,68.60,1735044828698.0
25.70,0.0,0.0,0.00,0.45,0.02,0.03,0.00,0.00,0.45,68.70,1735044824620.0
25.70,0.0,0.0,0.00,0.45,0.03,0.04,0.00,0.00,0.45,68.60,1735044820523.0
25.70,0.0,0.0,0.00,0.50,0.04,0.04,0.00,0.00,0.5,68.70,1735044816403.0
25.70,0.0,0.0,0.00,0.43,0.03,0.04,0.00,0.00,0.43,68.80,1735044812522.0
25.70,0.0,0.0,0.00,0.45,0.03,0.05,40.62,81.41,81.41,68.70,1735044807301.0
25.70,0.0,0.0,0.00,0.52,0.04,0.04,0.00,0.00,0.52,68.80,1735044804387.0
25.70,0.0,0.0,0.00,0.48,0.03,0.03,0.00,0.00,0.48,68.80,1735044800112.0
25.70,0.0,0.0,0.00,0.50,0.03,0.04,0.00,0.00,0.5,68.80,1735044796122.0
25.70,0.0,0.0,0.00,0.50,0.04,0.04,40.37,79.41,79.41,68.70,1735044791001.0
25.70,0.0,0.0,0.00,0.55,0.03,0.04,40.18,78.30,78.3,68.70,1735044786967.0
25.70,0.0,0.0,0.00,0.50,0.03,0.04,0.00,0.00,0.5,68.70,1735044784093.0
25.70,0.0,0.0,0.00,0.55,0.03,0.03,41.20,77.77,77.77,68.80,1735044778837.0
25.70,0.0,0.0,0.00,0.41,0.03,0.03,0.00,0.00,0.41,68.80,1735044775809.0
25.70,0.0,0.0,0.00,0.55,0.03,0.04,0.00,0.00,0.55,68.80,1735044771777.0
25.70,0.0,0.0,0.00,0.43,0.03,0.03,42.77,78.83,78.83,68.80,1735044766612.0
25.70,0.0,0.0,0.00,0.52,0.03,0.04,42.57,79.12,79.12,68.80,1735044762808.0
25.70,0.0,0.0,0.00,0.45,0.02,0.03,0.00,0.00,0.45,68.80,1735044755611.0
25.70,0.0,0.0,0.00,0.50,0.03,0.04,41.20,78.24,78.24,68.80,1735044742280.0
25.70,0.0,0.0,0.00,0.55,0.04,0.04,40.62,77.77,77.77,68.80,1735044738332.0
25.70,0.0,0.0,0.00,0.59,0.04,0.04,40.03,76.72,76.72,68.80,1735044734327.0
25.70,0.0,0.0,0.00,0.45,0.02,0.03,39.69,77.83,77.83,68.80,1735044730168.0
25.70,0.0,0.0,0.00,0.55,0.03,0.03,0.00,0.00,0.55,68.80,1735044727248.0
25.70,0.0,0.0,0.00,0.57,0.04,0.04,38.51,77.18,77.18,68.80,1735044722247.0
25.70,0.0,0.0,0.00,0.57,0.04,0.04,0.00,0.00,0.57,68.80,1735044718984.0
25.70,0.0,0.0,0.00,0.57,0.03,0.03,38.51,77.65,77.65,68.90,1735044714037.0
0.00,0.0,0.0,0.00,0.55,0.05,0.02,44.43,80.76,80.76,0.00,1735044506234.0
0.00,0.0,0.0,0.00,0.57,0.04,0.02,45.11,81.64,81.64,0.00,1735044499357.0
0.00,0.0,0.0,0.00,0.70,0.07,0.04,0.00,0.00,0.7,0.00,1735044495353.0
0.00,0.0,0.0,2.78,0.97,0.13,0.05,45.31,80.65,80.65,0.00,1735044490433.0
0.00,0.0,0.0,1.70,0.78,0.12,0.06,0.00,0.00,1.7,0.00,1735044486592.0
0.00,0.0,0.0,2.37,0.97,0.13,0.07,0.00,0.00,2.37,0.00,1735044481753.0
0.00,0.0,0.0,0.00,0.84,0.12,0.06,0.00,0.00,0.84,0.00,1735044477912.0
0.00,0.0,0.0,0.01,0.97,0.13,0.06,45.01,78.65,78.65,0.00,1735044473993.0
0.00,0.0,0.0,0.01,0.78,0.11,0.06,45.11,78.77,78.77,0.00,1735044469952.0
0.00,0.0,0.0,0.01,1.21,0.20,0.09,0.00,0.00,1.21,0.00,1735044466191.0
0.00,0.0,0.0,0.00,0.75,0.08,0.04,44.87,77.77,77.77,0.00,1735044461341.0
0.00,0.0,0.0,0.00,0.75,0.08,0.04,0.00,0.00,0.75,0.00,1735044457423.0
0.00,0.0,0.0,0.00,0.55,0.05,0.02,44.57,78.48,78.48,0.00,1735044452712.0
0.00,0.0,0.0,0.00,0.59,0.05,0.02,44.72,78.18,78.18,0.00,1735044448825.0
0.00,0.0,0.0,0.00,0.50,0.03,0.01,45.06,78.65,78.65,0.00,1735044445113.0
0.00,0.0,0.0,0.00,0.57,0.05,0.02,44.77,78.30,78.3,0.00,1735044441031.0
0.00,0.0,0.0,0.00,0.59,0.05,0.02,0.00,0.00,0.59,0.00,1735044437142.0
0.00,0.0,0.0,0.00,0.50,0.03,0.01,44.43,77.77,77.77,0.00,1735044432033.0
0.00,0.0,0.0,0.00,0.59,0.05,0.02,45.11,79.18,79.18,0.00,1735044423447.0
0.00,0.0,0.0,0.00,0.59,0.05,0.02,45.01,80.23,80.23,0.00,1735044419513.0
0.00,0.0,0.0,0.00,0.59,0.05,0.02,44.38,80.23,80.23,0.00,1735044415552.0
0.00,0.0,0.0,0.00,0.59,0.05,0.02,44.97,81.41,81.41,0.00,1735044411672.0
0.00,0.0,0.0,0.00,0.59,0.03,0.02,0.00,0.00,0.59,0.00,1735044402838.0
0.00,0.0,0.0,0.00,0.59,0.05,0.02,45.01,81.52,81.52,0.00,1735044393192.0
0.00,0.0,0.0,0.00,0.55,0.04,0.02,44.67,80.88,80.88,0.00,1735044389432.0
0.00,0.0,0.0,0.00,0.57,0.03,0.02,44.53,79.41,79.41,0.00,1735044385431.0
0.00,0.0,0.0,0.00,0.65,0.05,0.02,44.13,80.06,80.06,0.00,1735044381759.0
0.00,0.0,0.0,0.00,0.65,0.04,0.02,43.06,78.83,78.83,0.00,1735044377873.0
0.00,0.0,0.0,0.00,0.62,0.03,0.02,41.98,78.01,78.01,0.00,1735044368593.0
0.00,0.0,0.0,0.00,0.62,0.03,0.02,41.98,78.53,78.53,0.00,1735044364465.0
0.00,0.0,0.0,0.00,0.59,0.03,0.02,41.79,78.83,78.83,0.00,1735044360472.0
0.00,0.0,0.0,0.00,0.70,0.04,0.02,41.74,79.35,79.35,0.00,1735044356472.0
0.00,0.0,0.0,0.00,0.73,0.05,0.03,41.74,79.35,79.35,0.00,1735044352352.0
0.00,0.0,0.0,0.00,0.75,0.05,0.03,41.45,78.24,78.24,0.00,1735044348624.0
0.00,0.0,0.0,0.00,0.78,0.05,0.04,41.40,78.71,78.71,0.00,1735044344752.0
0.00,0.0,0.0,0.00,0.78,0.04,0.04,41.10,78.71,78.71,0.00,1735044340503.0
25.60,0.0,0.0,0.00,0.67,0.06,0.05,41.69,81.11,81.11,69.10,1735044287352.0
25.70,0.0,0.0,0.00,0.67,0.06,0.05,0.00,0.00,0.67,69.10,1735044284312.0
25.70,0.0,0.0,0.00,0.65,0.06,0.05,41.45,77.18,77.18,69.10,1735044279182.0
25.70,0.0,0.0,0.00,0.55,0.04,0.04,0.00,0.00,0.55,69.20,1735044276193.0
25.70,0.0,0.0,0.00,0.65,0.06,0.04,0.00,0.00,0.65,69.00,1735044268272.0
25.70,0.0,0.0,0.00,0.55,0.04,0.03,40.47,77.18,77.18,69.00,1735044263032.0
25.70,0.0,0.0,0.00,0.59,0.06,0.05,0.00,0.00,0.59,69.00,1735044260093.0
25.70,0.0,0.0,0.00,0.67,0.06,0.05,40.13,76.54,76.54,69.00,1735044254902.0
25.70,0.0,0.0,0.00,0.67,0.06,0.05,0.00,0.00,0.67,69.00,1735044252153.0
25.70,0.0,0.0,0.00,0.57,0.04,0.03,0.00,0.00,0.57,69.00,1735044247672.0
25.70,0.0,0.0,0.00,0.67,0.06,0.05,41.74,76.72,76.72,69.00,1735044242712.0
25.70,0.0,0.0,0.00,0.59,0.06,0.05,41.98,76.83,76.83,68.90,1735044238552.0
25.70,0.0,0.0,0.00,0.57,0.05,0.05,0.00,0.00,0.57,68.90,1735044235626.0
25.70,0.0,0.0,0.00,0.59,0.04,0.03,42.13,76.54,76.54,68.90,1735044230398.0
25.70,0.0,0.0,0.00,0.55,0.04,0.03,0.00,0.00,0.55,68.90,1735044227352.0
25.70,0.0,0.0,0.00,0.65,0.05,0.03,41.64,77.48,77.48,68.80,1735044222292.0
25.70,0.0,0.0,0.00,0.70,0.07,0.05,41.89,79.12,79.12,68.80,1735044218233.0
25.70,0.0,0.0,0.00,0.55,0.04,0.03,42.23,79.94,79.94,68.80,1735044214312.0
25.70,0.0,0.0,0.00,0.70,0.07,0.05,41.94,80.00,80,68.90,1735044210113.0
25.70,0.0,0.0,0.00,0.70,0.07,0.05,0.00,0.00,0.7,68.90,1735044207353.0
25.70,0.0,0.0,0.00,0.78,0.09,0.06,0.00,0.00,0.78,69.00,1735044199033.0
26.00,0.0,0.0,0.00,0.43,0.03,0.04,39.20,76.42,76.42,67.60,1735042395663.0
26.00,0.0,0.0,0.00,0.41,0.03,0.04,39.25,76.54,76.54,67.60,1735042392861.0
26.00,0.0,0.0,0.00,0.43,0.04,0.06,39.44,76.72,76.72,67.60,1735042390183.0
26.00,0.0,0.0,0.00,0.50,0.04,0.05,0.00,77.18,77.18,67.60,1735042386294.0
26.10,0.0,0.0,0.00,0.48,0.03,0.05,0.44,77.42,77.42,67.50,1735042382215.0
26.00,0.0,0.0,0.00,0.39,0.03,0.05,0.34,78.30,78.3,67.50,1735042379982.0
26.10,0.0,0.0,0.00,0.45,0.05,0.06,4.89,77.30,77.3,67.50,1735042376223.0
26.10,0.0,0.0,0.00,0.55,0.04,0.06,0.00,76.89,76.89,67.50,1735042373543.0
26.10,0.0,0.0,0.00,0.48,0.03,0.04,0.00,77.60,77.6,67.60,1735042370744.0
26.10,0.0,0.0,0.00,0.48,0.05,0.06,0.59,75.25,75.25,67.60,1735042365983.0
26.10,0.0,0.0,0.00,0.52,0.05,0.06,0.20,75.13,75.13,67.60,1735042363266.0
26.10,0.0,0.0,0.00,0.48,0.05,0.05,39.10,75.25,75.25,67.60,1735042360462.0
26.10,0.0,0.0,0.00,0.50,0.05,0.06,0.00,74.02,74.02,67.50,1735042353534.0
26.10,0.0,0.0,0.00,0.41,0.04,0.05,0.05,73.67,73.67,67.40,1735042349592.0
26.10,0.0,0.0,0.00,0.41,0.03,0.05,0.34,74.84,74.84,67.40,1735042346953.0
26.10,0.0,0.0,0.00,0.50,0.05,0.05,4.89,74.49,74.49,67.40,1735042344142.0
26.10,0.0,0.0,0.00,0.50,0.05,0.05,0.00,75.13,75.13,67.30,1735042340382.0
26.10,0.0,0.0,0.00,0.45,0.05,0.06,0.00,75.07,75.07,67.20,1735042337666.0
26.10,0.0,0.0,0.00,0.43,0.04,0.05,4.11,75.13,75.13,67.30,1735042333870.0
26.10,0.0,0.0,0.00,0.39,0.04,0.04,0.34,74.84,74.84,67.40,1735042330024.0
26.10,0.0,0.0,0.00,0.52,0.05,0.05,43.99,74.78,74.78,67.30,1735042327267.0
26.10,0.0,0.0,0.00,0.41,0.03,0.04,0.00,74.37,74.37,67.30,1735042324587.0
26.10,0.0,0.0,0.00,0.50,0.05,0.05,0.00,74.49,74.49,67.30,1735042321823.0
26.10,0.0,0.0,0.00,0.41,0.04,0.04,3.67,73.78,73.78,67.30,1735042316906.0
26.10,0.0,0.0,0.00,0.43,0.03,0.03,0.10,73.90,73.9,67.30,1735042314136.0
26.10,0.0,0.0,0.00,0.52,0.05,0.05,4.89,73.61,73.61,67.30,1735042311384.0
26.10,0.0,0.0,0.00,0.41,0.03,0.03,0.00,73.72,73.72,67.40,1735042307502.0
26.20,0.0,0.0,0.00,0.41,0.03,0.03,0.00,73.61,73.61,67.50,1735042304622.0
26.10,0.0,0.0,0.00,0.52,0.05,0.05,0.34,74.37,74.37,67.60,1735042300694.0
26.10,0.0,0.0,0.00,0.52,0.05,0.05,0.00,75.07,75.07,67.60,1735042297833.0
26.20,0.0,0.0,0.00,0.50,0.05,0.05,4.89,75.78,75.78,67.60,1735042294982.0
26.20,0.0,0.0,0.00,0.50,0.05,0.05,0.00,76.83,76.83,67.50,1735042291109.0
26.20,0.0,0.0,0.00,0.52,0.05,0.05,0.00,78.01,78.01,67.50,1735042288381.0
26.20,0.0,0.0,0.00,0.50,0.05,0.05,2.10,78.36,78.36,67.50,1735042284582.0
26.20,0.0,0.0,0.00,0.43,0.03,0.03,0.15,77.60,77.6,67.50,1735042281855.0
26.20,0.0,0.0,0.00,0.55,0.05,0.05,0.00,79.00,79,67.50,1735042274942.0
26.20,0.0,0.0,0.00,0.45,0.03,0.03,0.00,80.18,80.18,67.50,1735042272171.0
26.20,0.0,0.0,0.00,0.55,0.05,0.05,3.08,79.88,79.88,67.40,1735042268415.0
26.20,0.0,0.0,0.00,0.43,0.03,0.04,0.39,79.30,79.3,67.50,1735042264543.0
26.20,0.0,0.0,0.00,0.45,0.03,0.04,43.99,80.00,80,67.50,1735042261814.0
26.20,0.0,0.0,0.00,0.52,0.05,0.05,0.00,80.53,80.53,67.40,1735042258942.0
26.20,0.0,0.0,0.00,0.50,0.05,0.05,0.00,80.12,80.12,67.50,1735042256263.0
26.20,0.0,0.0,0.00,0.55,0.05,0.05,2.98,79.71,79.71,67.50,1735042251342.0
26.20,0.0,0.0,0.00,0.55,0.04,0.04,0.24,80.70,80.7,67.40,1735042249012.0
26.20,0.0,0.0,0.00,0.57,0.05,0.05,39.10,79.65,79.65,67.40,1735042245128.0
26.20,0.0,0.0,0.00,0.43,0.04,0.04,0.00,80.82,80.82,67.50,1735042242325.0
26.20,0.0,0.0,0.00,0.55,0.05,0.05,0.00,79.06,79.06,67.50,1735042239583.0
26.20,0.0,0.0,0.00,0.45,0.04,0.05,1.76,79.47,79.47,67.60,1735042234762.0
26.20,0.0,0.0,0.00,0.52,0.03,0.04,0.44,78.65,78.65,67.70,1735042232094.0
26.20,0.0,0.0,0.00,0.45,0.03,0.04,14.66,78.36,78.36,67.80,1735042229262.0
26.20,0.0,0.0,0.00,0.55,0.05,0.05,0.00,78.65,78.65,67.70,1735042226466.0
26.20,0.0,0.0,0.00,0.50,0.05,0.05,0.00,76.54,76.54,67.70,1735042222702.0
26.20,0.0,0.0,0.00,0.55,0.05,0.05,0.83,76.60,76.6,67.70,1735042218982.0
26.20,0.0,0.0,0.00,0.57,0.05,0.04,0.20,75.95,75.95,67.70,1735042216255.0
26.20,0.0,0.0,0.00,0.55,0.05,0.05,34.21,76.19,76.19,67.80,1735042213467.0
26.20,0.0,0.0,0.00,0.55,0.05,0.05,0.00,75.43,75.43,67.80,1735042207339.0
26.20,0.0,0.0,0.00,0.45,0.03,0.04,1.17,75.48,75.48,67.70,1735042202253.0
26.20,0.0,0.0,0.00,0.57,0.05,0.05,0.20,76.19,76.19,67.50,1735042199428.0
26.20,0.0,0.0,0.00,0.55,0.05,0.05,9.78,76.01,76.01,67.50,1735042196463.0
26.20,0.0,0.0,0.00,0.48,0.03,0.03,0.00,77.24,77.24,67.50,1735042193414.0
26.20,0.0,0.0,0.00,0.48,0.03,0.03,0.00,78.71,78.71,67.60,1735042190462.0
26.20,0.0,0.0,0.00,0.55,0.05,0.05,2.15,79.88,79.88,67.60,1735042186623.0
26.20,0.0,0.0,0.00,0.59,0.05,0.05,0.34,79.82,79.82,67.60,1735042183463.0
26.20,0.0,0.0,0.00,0.52,0.05,0.05,24.44,79.24,79.24,67.70,1735042179623.0
26.20,0.0,0.0,0.00,0.50,0.03,0.03,0.00,79.06,79.06,67.80,1735042176863.0
26.20,0.0,0.0,0.00,0.48,0.04,0.04,0.00,79.06,79.06,67.80,1735042174023.0
26.20,0.0,0.0,0.00,0.62,0.05,0.05,3.13,79.77,79.77,67.80,1735042170183.0
26.20,0.0,0.0,0.00,0.59,0.05,0.05,0.10,78.48,78.48,67.80,1735042167383.0
26.10,0.0,0.0,0.00,0.62,0.05,0.05,14.66,79.59,79.59,67.80,1735042163424.0
26.10,0.0,0.0,0.00,0.59,0.05,0.05,0.00,78.77,78.77,67.80,1735042160702.0
26.10,0.0,0.0,0.00,0.50,0.03,0.03,0.00,77.42,77.42,68.00,1735042157707.0
26.20,0.0,0.0,0.00,0.50,0.03,0.04,2.49,77.95,77.95,68.10,1735042153981.0
26.10,0.0,0.0,0.00,0.55,0.05,0.05,0.34,78.24,78.24,68.20,1735042150142.0
26.10,0.0,0.0,0.00,0.62,0.05,0.05,43.99,79.30,79.3,68.20,1735042147342.0
26.10,0.0,0.0,0.00,0.59,0.05,0.05,0.00,78.71,78.71,68.20,1735042144582.0
26.10,0.0,0.0,0.00,0.59,0.05,0.05,0.00,78.36,78.36,68.30,1735042140902.0
26.10,0.0,0.0,0.00,0.59,0.05,0.05,1.76,80.06,80.06,68.20,1735042137023.0
26.10,0.0,0.0,0.00,0.59,0.05,0.06,0.05,80.35,80.35,68.40,1735042134223.0
26.10,0.0,0.0,0.00,0.62,0.05,0.05,0.00,80.41,80.41,68.40,1735042131383.0
26.00,0.0,0.0,0.00,0.62,0.05,0.05,0.00,83.46,83.46,68.40,1735042127582.0
26.10,0.0,0.0,0.00,0.55,0.03,0.03,0.00,83.87,83.87,68.50,1735042124861.0
26.00,0.0,0.0,0.00,0.67,0.06,0.05,41.25,84.87,84.87,68.50,1735042121023.0
26.00,0.0,0.0,0.00,0.52,0.04,0.04,41.35,85.28,85.28,68.50,1735042118268.0
26.00,0.0,0.0,0.00,0.62,0.04,0.04,41.98,81.58,81.58,68.00,1735042073983.0
26.00,0.0,0.0,0.00,0.59,0.05,0.04,42.03,82.58,82.58,68.10,1735042071143.0
26.00,0.0,0.0,0.00,0.59,0.04,0.04,42.18,82.35,82.35,68.10,1735042068371.0
26.00,0.0,0.0,0.00,0.57,0.04,0.04,0.00,82.52,82.52,68.10,1735042065457.0
26.00,0.0,0.0,0.00,0.52,0.03,0.03,0.00,82.46,82.46,68.20,1735042061297.0
26.00,0.0,0.0,0.00,0.59,0.04,0.04,1.96,81.35,81.35,68.20,1735042057384.0
26.00,0.0,0.0,0.00,0.59,0.03,0.03,0.24,80.59,80.59,68.20,1735042054540.0
26.00,0.0,0.0,0.00,0.59,0.05,0.04,9.78,81.23,81.23,68.20,1735042051743.0
26.00,0.0,0.0,0.00,0.59,0.04,0.04,0.00,80.94,80.94,68.30,1735042047895.0
26.00,0.0,0.0,0.00,0.62,0.05,0.04,0.00,80.65,80.65,68.40,1735042045189.0
26.00,0.0,0.0,0.00,0.62,0.04,0.04,1.66,80.06,80.06,68.50,1735042041263.0
26.00,0.0,0.0,0.00,0.62,0.05,0.03,0.05,81.17,81.17,68.40,1735042038303.0
