temperature,latitude,longitude,nh3,no2,mq131,mq7,pm25,pm10,aqi,humidity,timestamp
27.40,0.0,0.0,0.00,0.37,0.02,0.03,0.00,67.39,67.39,59.90,1735039359383.0
27.40,0.0,0.0,0.00,0.33,0.01,0.03,1.76,66.63,66.63,60.10,1735039355532.0
27.40,0.0,0.0,0.00,0.41,0.02,0.03,0.29,67.98,67.98,60.20,1735039352805.0
27.40,0.0,0.0,0.00,0.39,0.02,0.03,0.00,69.09,69.09,60.30,1735039346578.0
27.40,0.0,0.0,0.00,0.41,0.02,0.03,0.00,68.80,68.8,60.10,1735039342617.0
27.40,0.0,0.0,0.00,0.37,0.02,0.02,14.66,67.45,67.45,60.00,1735039334782.0
27.40,0.0,0.0,0.00,0.35,0.02,0.03,0.00,69.74,69.74,60.10,1735039328697.0
27.40,0.0,0.0,0.00,0.35,0.02,0.02,0.00,70.97,70.97,60.40,1735039325898.0
27.40,0.0,0.0,0.00,0.43,0.02,0.03,3.23,70.38,70.38,60.50,1735039321086.0
27.40,0.0,0.0,0.00,0.45,0.03,0.03,0.00,70.32,70.32,60.40,1735039318316.0
27.40,0.0,0.0,0.00,0.45,0.03,0.03,9.78,70.50,70.5,60.30,1735039315618.0
27.40,0.0,0.0,0.00,0.41,0.02,0.02,0.00,70.09,70.09,60.30,1735039312564.0
27.40,0.0,0.0,0.00,0.39,0.02,0.02,0.00,69.62,69.62,60.20,1735039309737.0
27.40,0.0,0.0,0.00,0.43,0.02,0.03,35.97,69.21,69.21,60.20,1735039305698.0
27.40,0.0,0.0,0.00,0.45,0.03,0.03,35.78,69.09,69.09,60.30,1735039302727.0
26.60,0.0,0.0,0.00,1.41,0.03,0.04,32.01,69.91,69.91,62.00,1735038912882.0
26.60,0.0,0.0,0.00,1.49,0.03,0.05,31.72,68.74,68.74,62.00,1735038910017.0
26.60,0.0,0.0,0.00,1.45,0.03,0.04,31.67,68.80,68.8,62.00,1735038907338.0
26.60,0.0,0.0,0.00,1.62,0.03,0.04,0.00,68.09,68.09,62.10,1735038899577.0
26.60,0.0,0.0,0.00,1.75,0.03,0.04,0.73,67.86,67.86,62.20,1735038895689.0
26.60,0.0,0.0,0.00,1.90,0.02,0.03,0.44,67.39,67.39,62.30,1735038892799.0
26.60,0.0,0.0,0.00,2.04,0.02,0.03,4.89,66.86,66.86,62.30,1735038889138.0
26.50,0.0,0.0,0.00,2.47,0.03,0.04,0.00,65.92,65.92,62.40,1735038886290.0
27.80,0.0,0.0,0.00,0.35,0.02,0.01,39.78,69.03,69.03,57.60,1735037561016.0
27.80,0.0,0.0,0.00,0.35,0.02,0.01,39.78,68.74,68.74,57.40,1735037558106.0
27.80,0.0,0.0,0.00,0.37,0.02,0.01,0.93,68.21,68.21,57.30,1735037555102.0
27.80,0.0,0.0,0.00,0.33,0.01,0.01,0.68,66.80,66.8,57.40,1735037552232.0
27.80,0.0,0.0,0.00,0.33,0.01,0.01,0.49,65.57,65.57,57.30,1735037548364.0
27.80,0.0,0.0,0.00,0.37,0.02,0.01,0.10,63.99,63.99,57.20,1735037545468.0
27.80,0.0,0.0,0.00,0.35,0.02,0.01,0.15,62.82,62.82,57.10,1735037542708.0
27.80,0.0,0.0,0.00,0.33,0.02,0.01,4.59,62.99,62.99,57.10,1735037539952.0
27.90,0.0,0.0,0.00,0.37,0.02,0.01,0.24,62.93,62.93,57.10,1735037536873.0
27.90,0.0,0.0,0.00,0.37,0.02,0.01,19.55,62.76,62.76,57.20,1735037532946.0
27.90,0.0,0.0,0.00,0.37,0.02,0.01,19.55,62.46,62.46,57.10,1735037530227.0
27.90,0.0,0.0,0.00,0.37,0.02,0.01,0.00,62.23,62.23,57.20,1735037527507.0
27.90,0.0,0.0,0.00,0.33,0.01,0.01,43.99,62.05,62.05,57.20,1735037523810.0
27.90,0.0,0.0,0.00,0.35,0.02,0.01,0.15,62.35,62.35,57.10,1735037521165.0
27.90,0.0,0.0,0.00,0.37,0.01,0.01,0.00,62.46,62.46,57.10,1735037518451.0
27.90,0.0,0.0,0.00,0.37,0.02,0.01,0.00,63.99,63.99,57.10,1735037515537.0
27.90,0.0,0.0,0.00,0.33,0.01,0.01,0.00,65.28,65.28,57.10,1735037511499.0
27.90,0.0,0.0,0.00,0.37,0.02,0.01,0.00,64.87,64.87,57.10,1735037508458.0
27.90,0.0,0.0,0.00,0.33,0.01,0.01,0.00,65.04,65.04,57.20,1735037505580.0
27.90,0.0,0.0,0.00,0.37,0.02,0.01,0.00,65.51,65.51,57.20,1735037502629.0
27.90,0.0,0.0,0.00,0.37,0.02,0.01,37.93,66.63,66.63,57.20,1735037498858.0
27.90,0.0,0.0,0.00,0.35,0.01,0.01,3.96,66.80,66.8,57.20,1735037495943.0
27.90,0.0,0.0,0.00,0.37,0.02,0.01,0.29,68.09,68.09,57.30,1735037491822.0
27.90,0.0,0.0,0.00,0.35,0.01,0.01,4.64,67.57,67.57,57.40,1735037489142.0
27.90,0.0,0.0,0.00,0.37,0.02,0.01,0.39,68.33,68.33,57.40,1735037486457.0
27.90,0.0,0.0,0.00,0.37,0.02,0.01,0.20,68.62,68.62,57.50,1735037482581.0
27.90,0.0,0.0,0.00,0.37,0.02,0.01,9.78,69.44,69.44,57.50,1735037479901.0
27.90,0.0,0.0,0.00,0.37,0.02,0.01,0.00,70.85,70.85,57.80,1735037477057.0
27.90,0.0,0.0,0.00,0.37,0.02,0.01,0.00,70.73,70.73,57.80,1735037473413.0
27.90,0.0,0.0,0.00,0.39,0.02,0.01,1.47,71.20,71.2,57.80,1735037469742.0
27.90,0.0,0.0,0.00,0.35,0.02,0.01,1.61,70.97,70.97,57.70,1735037467063.0
27.90,0.0,0.0,0.00,0.41,0.02,0.01,0.44,70.44,70.44,57.70,1735037463337.0
27.90,0.0,0.0,0.00,0.37,0.01,0.01,9.78,70.15,70.15,57.70,1735037461302.0
27.90,0.0,0.0,0.00,0.32,0.01,0.01,0.73,69.03,69.03,57.70,1735037457262.0
27.90,0.0,0.0,0.00,0.37,0.02,0.01,39.74,68.62,68.62,57.50,1735037454267.0
27.90,0.0,0.0,0.00,0.33,0.01,0.01,39.35,67.27,67.27,57.50,1735037451353.0
27.90,0.0,0.0,0.00,0.33,0.01,0.01,0.00,66.51,66.51,57.40,1735037449422.0
27.80,0.0,0.0,0.00,0.37,0.02,0.01,0.00,67.04,67.04,57.30,1735037446712.0
27.80,0.0,0.0,0.00,0.33,0.01,0.01,29.33,67.74,67.74,57.30,1735037442864.0
27.80,0.0,0.0,0.00,0.37,0.02,0.01,0.00,67.04,67.04,57.20,1735037440827.0
27.80,0.0,0.0,0.00,0.33,0.01,0.01,0.00,67.86,67.86,57.20,1735037436792.0
27.80,0.0,0.0,0.00,0.37,0.02,0.01,14.66,67.51,67.51,57.20,1735037433908.0
27.80,0.0,0.0,0.00,0.37,0.02,0.01,34.21,69.03,69.03,57.30,1735037431037.0
27.80,0.0,0.0,0.00,0.37,0.02,0.01,0.00,69.91,69.91,57.40,1735037428128.0
27.80,0.0,0.0,0.00,0.33,0.01,0.01,14.66,69.50,69.5,57.50,1735037425097.0
27.80,0.0,0.0,0.00,0.37,0.02,0.01,4.89,70.26,70.26,57.50,1735037422193.0
27.80,0.0,0.0,0.00,0.33,0.01,0.01,0.10,70.26,70.26,57.50,1735037419289.0
27.80,0.0,0.0,0.00,0.37,0.02,0.01,0.00,69.09,69.09,57.90,1735037412302.0
27.80,0.0,0.0,0.00,0.37,0.02,0.01,0.00,69.74,69.74,58.00,1735037409302.0
27.80,0.0,0.0,0.00,0.37,0.01,0.01,0.00,69.27,69.27,58.10,1735037406387.0
27.70,0.0,0.0,0.00,0.35,0.01,0.01,0.00,69.68,69.68,58.10,1735037403373.0
27.70,0.0,0.0,0.00,0.37,0.02,0.01,0.00,68.91,68.91,58.10,1735037400467.0
27.70,0.0,0.0,0.00,0.37,0.02,0.01,0.00,67.98,67.98,58.00,1735037397437.0
27.70,0.0,0.0,0.00,0.37,0.02,0.01,0.00,68.74,68.74,58.00,1735037394562.0
27.70,0.0,0.0,0.00,0.33,0.01,0.01,0.00,68.80,68.8,58.10,1735037391668.0
27.70,0.0,0.0,0.00,0.37,0.02,0.01,39.39,68.09,68.09,58.10,1735037387597.0
27.70,0.0,0.0,0.00,0.37,0.02,0.01,0.44,69.91,69.91,58.10,1735037383507.0
27.70,0.0,0.0,0.00,0.37,0.02,0.01,39.69,68.62,68.62,58.20,1735037380790.0
27.60,0.0,0.0,0.00,0.37,0.02,0.01,39.49,67.92,67.92,58.20,1735037377912.0
27.60,0.0,0.0,0.00,0.37,0.02,0.01,0.05,67.74,67.74,58.40,1735037375146.0
27.60,0.0,0.0,0.00,0.37,0.01,0.01,0.00,67.98,67.98,58.40,1735037371261.0
27.60,0.0,0.0,0.00,0.37,0.02,0.01,0.00,68.45,68.45,58.70,1735037368468.0
27.60,0.0,0.0,0.00,0.33,0.01,0.01,9.78,67.98,67.98,58.70,1735037365455.0
28.60,0.0,0.0,0.00,0.28,0.01,0.01,2.25,47.68,47.68,54.70,1735033700868.0
28.50,0.0,0.0,0.00,0.30,0.01,0.00,0.00,47.92,47.92,54.70,1735033698867.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,2.79,47.92,47.92,54.70,1735033695107.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,0.00,48.15,48.15,54.70,1735033693252.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,0.20,48.50,48.5,54.60,1735033690439.0
28.60,0.0,0.0,0.00,0.28,0.01,0.01,0.00,49.33,49.33,54.60,1735033688622.0
28.50,0.0,0.0,0.00,0.28,0.01,0.01,0.00,49.85,49.85,54.60,1735033685481.0
28.60,0.0,0.0,0.00,0.28,0.01,0.01,0.00,49.97,49.97,54.60,1735033682771.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,2.83,49.74,49.74,54.50,1735033680013.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,0.00,49.33,49.33,54.50,1735033678282.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,0.00,0.00,0.32,54.50,1735033676492.0
28.50,0.0,0.0,0.00,0.32,0.01,0.00,31.67,48.80,48.8,54.40,1735033664596.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,34.21,48.39,48.39,54.40,1735033662557.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,1.96,48.09,48.09,54.50,1735033659606.0
28.50,0.0,0.0,0.00,0.32,0.01,0.00,0.00,48.09,48.09,54.60,1735033657902.0
28.50,0.0,0.0,0.00,0.30,0.01,0.00,2.35,48.62,48.62,54.60,1735033652719.0
28.50,0.0,0.0,0.00,0.33,0.02,0.01,0.00,49.03,49.03,54.60,1735033649891.0
28.50,0.0,0.0,0.00,0.30,0.01,0.00,3.27,50.56,50.56,54.70,1735033647177.0
28.50,0.0,0.0,0.00,0.30,0.01,0.01,0.00,50.85,50.85,54.70,1735033645497.0
28.50,0.0,0.0,0.00,0.33,0.02,0.01,3.67,51.14,51.14,54.70,1735033642698.0
28.50,0.0,0.0,0.00,0.30,0.01,0.01,0.00,51.73,51.73,54.70,1735033639738.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,3.96,51.73,51.73,54.80,1735033637005.0
28.50,0.0,0.0,0.00,0.33,0.02,0.01,0.00,52.02,52.02,54.80,1735033635081.0
28.50,0.0,0.0,0.00,0.33,0.02,0.01,4.11,52.38,52.38,54.70,1735033631881.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,0.00,52.20,52.2,54.90,1735033629891.0
28.50,0.0,0.0,0.00,0.30,0.01,0.00,4.06,51.67,51.67,54.80,1735033627121.0
28.50,0.0,0.0,0.00,0.33,0.02,0.01,0.00,51.79,51.79,54.90,1735033625331.0
28.50,0.0,0.0,0.00,0.32,0.01,0.00,43.99,50.73,50.73,54.90,1735033619455.0
28.50,0.0,0.0,0.00,0.33,0.02,0.01,0.00,48.80,48.8,54.70,1735033615691.0
28.50,0.0,0.0,0.00,0.33,0.02,0.01,0.00,48.74,48.74,54.40,1735033609320.0
28.50,0.0,0.0,0.00,0.30,0.01,0.01,0.00,48.39,48.39,54.30,1735033602382.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,32.40,48.86,48.86,54.30,1735033599377.0
28.50,0.0,0.0,0.00,0.30,0.01,0.00,4.89,49.50,49.5,54.30,1735033597281.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,3.71,49.97,49.97,54.30,1735033594102.0
28.50,0.0,0.0,0.00,0.32,0.01,0.00,0.00,50.21,50.21,54.30,1735033592166.0
28.50,0.0,0.0,0.00,0.32,0.01,0.00,4.01,50.85,50.85,54.30,1735033589131.0
28.50,0.0,0.0,0.00,0.30,0.01,0.00,0.00,51.14,51.14,54.30,1735033587050.0
28.50,0.0,0.0,0.00,0.33,0.02,0.01,33.28,51.38,51.38,54.30,1735033584190.0
28.50,0.0,0.0,0.00,0.33,0.02,0.01,0.00,51.67,51.67,54.30,1735033582365.0
28.50,0.0,0.0,0.00,0.33,0.02,0.01,3.47,50.79,50.79,54.30,1735033579015.0
28.50,0.0,0.0,0.00,0.33,0.02,0.01,0.00,51.09,51.09,54.30,1735033576980.0
28.50,0.0,0.0,0.00,0.30,0.01,0.00,0.39,51.44,51.44,54.30,1735033574006.0
28.50,0.0,0.0,0.00,0.28,0.01,0.00,0.00,51.32,51.32,54.30,1735033571981.0
28.50,0.0,0.0,0.00,0.30,0.02,0.01,3.27,50.56,50.56,54.40,1735033569131.0
28.50,0.0,0.0,0.00,0.30,0.02,0.01,0.00,49.97,49.97,54.50,1735033567058.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,39.10,50.09,50.09,54.50,1735033564042.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,2.74,49.79,49.79,54.50,1735033560900.0
28.50,0.0,0.0,0.00,0.28,0.01,0.01,0.00,49.33,49.33,54.60,1735033558780.0
28.50,0.0,0.0,0.00,0.28,0.01,0.00,32.11,48.91,48.91,54.60,1735033553524.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,0.00,49.09,49.09,54.70,1735033546325.0
28.50,0.0,0.0,0.00,0.30,0.02,0.01,0.39,48.86,48.86,54.70,1735033543325.0
28.50,0.0,0.0,0.00,0.30,0.02,0.01,0.00,49.97,49.97,54.70,1735033541490.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,9.78,50.79,50.79,54.60,1735033538610.0
28.40,0.0,0.0,0.00,0.28,0.01,0.00,0.54,51.73,51.73,54.60,1735033533293.0
28.40,0.0,0.0,0.00,0.32,0.02,0.01,0.00,51.79,51.79,54.60,1735033531098.0
28.40,0.0,0.0,0.00,0.32,0.02,0.01,0.15,53.02,53.02,54.50,1735033528008.0
28.40,0.0,0.0,0.00,0.32,0.01,0.01,35.63,54.02,54.02,54.40,1735033525053.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,29.33,53.72,53.72,54.30,1735033522997.0
28.50,0.0,0.0,0.00,0.32,0.01,0.01,35.63,53.49,53.49,54.30,1735033520134.0
28.40,0.0,0.0,0.00,0.32,0.02,0.01,0.00,53.26,53.26,54.30,1735033518213.0
28.50,0.0,0.0,0.00,0.30,0.01,0.00,0.10,53.31,53.31,54.20,1735033513183.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,34.65,52.84,52.84,54.20,1735033510103.0
28.50,0.0,0.0,0.00,0.30,0.01,0.00,24.44,52.61,52.61,54.30,1735033507984.0
28.50,0.0,0.0,0.00,0.32,0.01,0.01,0.39,52.49,52.49,54.20,1735033504817.0
28.50,0.0,0.0,0.00,0.32,0.01,0.00,0.00,50.44,50.44,54.20,1735033495651.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,33.58,49.79,49.79,54.10,1735033489761.0
28.50,0.0,0.0,0.00,0.28,0.01,0.01,0.00,49.68,49.68,54.10,1735033486963.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,14.66,48.80,48.8,54.10,1735033482963.0
28.50,0.0,0.0,0.00,0.30,0.01,0.01,32.84,48.62,48.62,54.00,1735033480130.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,0.00,47.57,47.57,54.00,1735033478085.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,0.00,46.92,46.92,53.90,1735033474086.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,0.24,47.74,47.74,53.90,1735033469770.0
28.50,0.0,0.0,0.00,0.28,0.01,0.00,0.00,47.68,47.68,53.90,1735033467839.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,0.34,47.80,47.8,54.00,1735033464885.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,0.00,47.33,47.33,54.00,1735033461900.0
28.50,0.0,0.0,0.00,0.30,0.01,0.01,1.37,47.86,47.86,53.90,1735033459051.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,0.00,47.86,47.86,54.00,1735033457060.0
28.50,0.0,0.0,0.00,0.32,0.01,0.01,0.15,48.09,48.09,54.00,1735033455161.0
28.50,0.0,0.0,0.00,0.33,0.02,0.01,30.45,48.33,48.33,54.00,1735033451113.0
28.50,0.0,0.0,0.00,0.30,0.01,0.01,39.10,48.45,48.45,54.00,1735033449058.0
28.50,0.0,0.0,0.00,0.33,0.02,0.01,1.71,49.09,49.09,54.00,1735033446174.0
28.50,0.0,0.0,0.00,0.33,0.02,0.01,0.29,48.62,48.62,54.00,1735033440249.0
28.50,0.0,0.0,0.00,0.32,0.01,0.01,2.59,49.03,49.03,53.90,1735033432058.0
28.50,0.0,0.0,0.00,0.32,0.02,0.01,0.00,48.39,48.39,53.90,1735033430016.0
28.50,0.0,0.0,0.00,0.30,0.02,0.01,0.00,48.15,48.15,53.90,1735033426607.0
28.50,0.0,0.0,0.00,0.30,0.02,0.01,2.74,48.80,48.8,53.80,1735033423652.0
28.50,0.0,0.0,0.00,0.30,0.01,0.00,0.00,48.68,48.68,53.80,1735033421369.0
28.50,0.0,0.0,0.00,0.32,0.01,0.01,3.23,48.97,48.97,53.80,1735033418458.0
28.50,0.0,0.0,0.00,0.32,0.01,0.01,0.00,48.80,48.8,53.80,1735033416690.0
28.50,0.0,0.0,0.00,0.30,0.01,0.00,32.60,49.33,49.33,53.90,1735033413877.0
28.50,0.0,0.0,0.00,0.33,0.01,0.01,3.37,49.15,49.15,53.90,1735033408859.0
28.60,0.0,0.0,0.00,0.30,0.01,0.00,39.10,48.45,48.45,53.80,1735033406609.0
28.60,0.0,0.0,0.00,0.30,0.02,0.01,3.62,48.21,48.21,53.80,1735033402720.0
28.60,0.0,0.0,0.00,0.32,0.02,0.01,0.00,48.56,48.56,53.70,1735033400673.0
28.60,0.0,0.0,0.00,0.33,0.02,0.01,0.05,49.27,49.27,53.60,1735033397735.0
28.60,0.0,0.0,0.00,0.32,0.02,0.01,34.12,49.79,49.79,53.60,1735033394967.0
28.60,0.0,0.0,0.00,0.32,0.01,0.00,14.66,49.44,49.44,53.60,1735033393221.0
28.60,0.0,0.0,0.00,0.32,0.02,0.01,9.78,49.33,49.33,53.60,1735033387336.0
28.60,0.0,0.0,0.00,0.32,0.02,0.01,0.39,49.91,49.91,53.60,1735033384490.0
28.60,0.0,0.0,0.00,0.32,0.02,0.01,0.00,49.44,49.44,53.60,1735033382501.0
28.60,0.0,0.0,0.00,0.32,0.02,0.01,0.15,49.79,49.79,53.50,1735033379611.0
28.60,0.0,0.0,0.00,0.33,0.02,0.01,4.74,50.03,50.03,53.60,1735033371807.0
28.60,0.0,0.0,0.00,0.33,0.02,0.01,0.00,49.56,49.56,53.60,1735033368810.0
28.60,0.0,0.0,0.00,0.30,0.01,0.00,33.72,49.44,49.44,53.70,1735033366060.0
28.60,0.0,0.0,0.00,0.33,0.02,0.01,0.00,49.44,49.44,53.80,1735033364200.0
28.60,0.0,0.0,0.00,0.30,0.01,0.01,33.24,49.62,49.62,53.80,1735033361280.0
28.60,0.0,0.0,0.00,0.33,0.02,0.01,0.00,49.97,49.97,53.90,1735033359425.0
28.60,0.0,0.0,0.00,0.33,0.02,0.01,0.20,49.50,49.5,54.00,1735033356391.0
28.60,0.0,0.0,0.00,0.32,0.02,0.01,0.24,49.27,49.27,54.10,1735033350525.0
28.70,0.0,0.0,0.00,0.30,0.01,0.00,0.00,48.91,48.91,54.10,1735033348788.0
28.60,0.0,0.0,0.00,0.33,0.02,0.01,0.20,48.45,48.45,54.10,1735033345941.0
28.70,0.0,0.0,0.00,0.33,0.02,0.01,31.72,48.15,48.15,54.10,1735033342150.0
28.70,0.0,0.0,0.00,0.30,0.01,0.00,0.00,48.56,48.56,54.10,1735033340416.0
28.60,0.0,0.0,0.00,0.30,0.01,0.01,0.00,48.50,48.5,54.10,1735033338654.0
28.70,0.0,0.0,0.00,0.33,0.01,0.00,14.66,48.33,48.33,54.20,1735033335703.0
28.70,0.0,0.0,0.00,0.32,0.01,0.01,0.24,47.68,47.68,54.20,1735033330891.0
28.70,0.0,0.0,0.00,0.30,0.01,0.00,0.00,47.86,47.86,54.30,1735033328083.0
28.70,0.0,0.0,0.00,0.33,0.02,0.01,0.00,0.00,0.33,54.30,1735033326301.0
28.70,0.0,0.0,0.00,0.30,0.01,0.00,0.00,49.97,49.97,54.30,1735033316486.0
28.70,0.0,0.0,0.00,0.33,0.02,0.01,0.44,50.79,50.79,54.20,1735033313661.0
28.70,0.0,0.0,0.00,0.33,0.01,0.01,0.00,51.20,51.2,54.20,1735033311571.0
28.70,0.0,0.0,0.00,0.32,0.01,0.01,0.00,52.49,52.49,54.10,1735033305570.0
28.70,0.0,0.0,0.00,0.33,0.02,0.01,1.71,53.61,53.61,54.00,1735033302810.0
28.70,0.0,0.0,0.00,0.30,0.01,0.00,0.00,54.02,54.02,54.00,1735033300709.0
28.70,0.0,0.0,0.00,0.33,0.02,0.01,2.30,54.96,54.96,54.00,1735033297891.0
28.70,0.0,0.0,0.00,0.32,0.01,0.01,0.00,55.31,55.31,53.90,1735033295800.0
28.70,0.0,0.0,0.00,0.30,0.01,0.00,2.30,54.19,54.19,53.90,1735033292970.0
28.70,0.0,0.0,0.00,0.33,0.01,0.01,0.00,54.90,54.9,53.80,1735033290203.0
28.70,0.0,0.0,0.00,0.33,0.02,0.01,0.34,55.31,55.31,53.80,1735033287440.0
28.70,0.0,0.0,0.00,0.32,0.01,0.01,0.00,55.37,55.37,53.80,1735033285648.0
28.70,0.0,0.0,0.00,0.32,0.02,0.01,43.99,55.60,55.6,53.90,1735033281834.0
28.70,0.0,0.0,0.00,0.33,0.01,0.01,3.18,56.48,56.48,53.90,1735033279116.0
28.80,0.0,0.0,0.00,0.33,0.01,0.01,0.00,56.66,56.66,54.00,1735033277180.0
28.80,0.0,0.0,0.00,0.32,0.01,0.01,0.39,56.25,56.25,54.10,1735033274382.0
28.80,0.0,0.0,0.00,0.30,0.01,0.01,0.00,56.36,56.36,54.10,1735033271660.0
28.80,0.0,0.0,0.00,0.32,0.01,0.01,0.00,0.00,0.32,54.10,1735033269941.0
28.80,0.0,0.0,0.00,0.32,0.01,0.00,37.83,56.25,56.25,54.10,1735033265080.0
28.80,0.0,0.0,0.00,0.32,0.01,0.01,0.00,58.30,58.3,54.10,1735033257250.0
28.80,0.0,0.0,0.00,0.32,0.01,0.00,0.00,58.48,58.48,54.10,1735033254408.0
28.80,0.0,0.0,0.00,0.30,0.01,0.01,0.00,58.24,58.24,54.10,1735033252371.0
28.80,0.0,0.0,0.00,0.30,0.01,0.01,0.05,56.95,56.95,54.10,1735033249514.0
28.80,0.0,0.0,0.00,0.30,0.01,0.01,0.00,56.72,56.72,54.10,1735033247498.0
28.80,0.0,0.0,0.00,0.32,0.01,0.01,0.00,58.01,58.01,54.10,1735033244776.0
28.80,0.0,0.0,0.00,0.33,0.01,0.01,4.89,59.00,59,54.00,1735033240878.0
28.80,0.0,0.0,0.00,0.30,0.01,0.00,4.89,60.06,60.06,53.90,1735033238152.0
28.80,0.0,0.0,0.00,0.28,0.01,0.00,0.05,60.18,60.18,53.90,1735033235382.0
28.80,0.0,0.0,0.00,0.30,0.01,0.00,0.10,60.12,60.12,53.90,1735033232502.0
28.80,0.0,0.0,0.00,0.32,0.01,0.01,39.10,59.88,59.88,53.90,1735033229627.0
28.90,0.0,0.0,0.00,0.32,0.01,0.01,9.78,60.18,60.18,53.70,1735033222742.0
28.90,0.0,0.0,0.00,0.33,0.01,0.01,9.78,60.70,60.7,53.70,1735033219862.0
28.90,0.0,0.0,0.00,0.35,0.02,0.01,0.00,61.29,61.29,53.70,1735033216906.0
28.90,0.0,0.0,0.00,0.32,0.01,0.01,0.00,0.00,0.32,53.70,1735033214873.0
28.90,0.0,0.0,0.00,0.30,0.01,0.00,0.34,58.83,58.83,53.70,1735033209822.0
28.90,0.0,0.0,0.00,0.32,0.01,0.01,39.10,58.06,58.06,53.70,1735033200980.0
29.00,0.0,0.0,0.00,0.30,0.01,0.01,38.12,57.36,57.36,53.60,1735033198322.0
28.90,0.0,0.0,0.00,0.32,0.01,0.01,0.00,57.54,57.54,53.70,1735033196567.0
29.00,0.0,0.0,0.00,0.33,0.02,0.01,0.39,58.42,58.42,53.70,1735033192887.0
29.00,0.0,0.0,0.00,0.30,0.01,0.00,0.00,58.53,58.53,53.70,1735033190928.0
29.00,0.0,0.0,0.00,0.32,0.01,0.01,0.00,57.30,57.3,53.50,1735033185853.0
29.10,0.0,0.0,0.00,0.32,0.01,0.01,0.00,63.23,63.23,53.20,1735033185136.0
29.00,0.0,0.0,0.00,0.32,0.01,0.01,0.00,57.89,57.89,53.40,1735033183568.0
29.10,0.0,0.0,0.00,0.32,0.01,0.01,0.24,60.88,60.88,53.30,1735033171971.0
29.20,0.0,0.0,0.00,0.28,0.01,0.01,0.00,66.86,66.86,53.20,1735033147349.0
29.20,0.0,0.0,0.00,0.32,0.02,0.01,0.00,66.04,66.04,53.20,1735033144645.0
29.20,0.0,0.0,0.00,0.30,0.01,0.01,0.00,65.45,65.45,53.10,1735033142646.0
29.30,0.0,0.0,0.00,0.33,0.02,0.01,2.10,65.16,65.16,53.10,1735033136440.0
29.30,0.0,0.0,0.00,0.32,0.01,0.01,1.76,64.63,64.63,52.90,1735033133641.0
29.30,0.0,0.0,0.00,0.32,0.01,0.00,0.00,64.46,64.46,53.00,1735033131926.0
29.40,0.0,0.0,0.00,0.30,0.01,0.01,0.00,64.22,64.22,52.80,1735033129175.0
29.40,0.0,0.0,0.00,0.33,0.02,0.01,0.00,63.34,63.34,52.80,1735033125791.0
29.40,0.0,0.0,0.00,0.32,0.01,0.01,40.03,62.40,62.4,52.70,1735033121859.0
29.40,0.0,0.0,0.00,0.32,0.01,0.01,0.00,61.64,61.64,52.60,1735033119136.0
29.50,0.0,0.0,0.00,0.32,0.01,0.01,0.00,61.35,61.35,52.50,1735033116978.0
29.50,0.0,0.0,0.00,0.32,0.01,0.00,9.78,62.05,62.05,52.40,1735033113049.0
29.50,0.0,0.0,0.00,0.30,0.01,0.01,0.00,61.47,61.47,52.30,1735033110339.0
29.50,0.0,0.0,0.00,0.32,0.01,0.01,0.00,62.17,62.17,52.30,1735033107609.0
29.60,0.0,0.0,0.00,0.35,0.02,0.01,0.00,0.00,0.35,52.20,1735033105689.0
29.60,0.0,0.0,0.00,0.32,0.01,0.01,0.00,60.41,60.41,52.10,1735033100621.0
29.70,0.0,0.0,0.00,0.33,0.01,0.01,3.91,60.00,60,52.10,1735033093616.0
29.80,0.0,0.0,0.00,0.32,0.01,0.01,3.96,59.59,59.59,52.00,1735033090175.0
29.80,0.0,0.0,0.00,0.30,0.01,0.01,0.00,59.41,59.41,51.90,1735033087927.0
29.80,0.0,0.0,0.00,0.32,0.01,0.00,0.00,59.12,59.12,51.90,1735033085047.0
